dataset_id,canonical_smiles,murcko_scaffold,scaffold_key,split
D3R_001170,CC(=O)Nc1ccc(C(=O)c2ccc(NC(C)=O)cc2)cc1,O=C(c1ccccc1)c1ccccc1,O=C(c1ccccc1)c1ccccc1,train
D3R_001171,CC(=O)Nc1ccc(C(=O)c2ccc(O)cc2)cc1,O=C(c1ccccc1)c1ccccc1,O=C(c1ccccc1)c1ccccc1,train
D3R_001172,CC(=O)Nc1ccc(C(=S)NCc2ccco2)cc1,S=C(NCc1ccco1)c1ccccc1,S=C(NCc1ccco1)c1ccccc1,valid
D3R_001173,CC(=O)Nc1ccc(C(C)=O)cc1OCc1cccc2ccccc12,c1ccc(OCc2cccc3ccccc23)cc1,c1ccc(OCc2cccc3ccccc23)cc1,valid
D3R_001174,CC(=O)Nc1ccc(C(F)(F)F)cc1,c1ccccc1,c1ccccc1,train
D3R_001175,CC(=O)Nc1ccc(C(c2ccc(NC(C)=O)cc2)(C(F)(F)F)C(F)(F)F)cc1,c1ccc(Cc2ccccc2)cc1,c1ccc(Cc2ccccc2)cc1,train
D3R_001176,CC(=O)Nc1ccc(C)c(NC(=O)C(=O)N[C@@H]2CCCC2(C)C)c1,O=C(Nc1ccccc1)C(=O)NC1CCCC1,O=C(Nc1ccccc1)C(=O)NC1CCCC1,train
D3R_001177,CC(=O)Nc1ccc(C)c(S(=O)(=O)N[C@@H](c2ccccc2)c2ccco2)c1,O=S(=O)(N[C@@H](c1ccccc1)c1ccco1)c1ccccc1,O=S(=O)(NC(c1ccccc1)c1ccco1)c1ccccc1,train
D3R_001178,CC(=O)Nc1ccc(C)cc1,c1ccccc1,c1ccccc1,train
D3R_001179,CC(=O)Nc1ccc(C)cc1OS(=O)(=O)Cc1cccc(F)c1,O=S(=O)(Cc1ccccc1)Oc1ccccc1,O=S(=O)(Cc1ccccc1)Oc1ccccc1,train
D3R_001180,CC(=O)Nc1ccc(C=C2C=CC=C2)cc1,C1=CC(=Cc2ccccc2)C=C1,C1=CC(=Cc2ccccc2)C=C1,train
D3R_001181,CC(=O)Nc1ccc(C=NNC(N)=S)cc1,c1ccccc1,c1ccccc1,train
D3R_001182,CC(=O)Nc1ccc(CC(=O)N(C)Cc2ccccc2F)cc1,O=C(Cc1ccccc1)NCc1ccccc1,O=C(Cc1ccccc1)NCc1ccccc1,train
D3R_001183,CC(=O)Nc1ccc(CC(=O)N(C)Cc2nccs2)cc1,O=C(Cc1ccccc1)NCc1nccs1,O=C(Cc1ccccc1)NCc1nccs1,train
D3R_001184,CC(=O)Nc1ccc(CC(=O)N2CCC[C@@H]2c2ccc(F)cc2)cc1,O=C(Cc1ccccc1)N1CCC[C@@H]1c1ccccc1,O=C(Cc1ccccc1)N1CCCC1c1ccccc1,train
D3R_001185,CC(=O)Nc1ccc(CC(=O)N2CCC[C@@H]2c2ccc[nH]2)cc1,O=C(Cc1ccccc1)N1CCC[C@@H]1c1ccc[nH]1,O=C(Cc1ccccc1)N1CCCC1c1ccc[nH]1,train
D3R_001186,CC(=O)Nc1ccc(CC(=O)N2CCC[C@H]2c2cccc(F)c2)cc1,O=C(Cc1ccccc1)N1CCC[C@H]1c1ccccc1,O=C(Cc1ccccc1)N1CCCC1c1ccccc1,train
D3R_001187,CC(=O)Nc1ccc(CC(=O)NCc2ccccc2OC(F)F)cc1,O=C(Cc1ccccc1)NCc1ccccc1,O=C(Cc1ccccc1)NCc1ccccc1,train
D3R_001188,CC(=O)Nc1ccc(CC(F)(F)F)c2c1C(C)(C)CCC2(C)C,c1ccc2c(c1)CCCC2,c1ccc2c(c1)CCCC2,train
D3R_001189,CC(=O)Nc1ccc(CCNC(=O)Nc2c(C)noc2C)cc1,O=C(NCCc1ccccc1)Nc1cnoc1,O=C(NCCc1ccccc1)Nc1cnoc1,train
D3R_001190,CC(=O)Nc1ccc(CCNC(=O)Nc2cnc3[nH]nc(C)c3c2)cc1,O=C(NCCc1ccccc1)Nc1cnc2[nH]ncc2c1,O=C(NCCc1ccccc1)Nc1cnc2[nH]ncc2c1,valid
D3R_001191,CC(=O)Nc1ccc(CCc2nc3cc(C(=O)N4CCOCC4)ccc3[nH]2)cc1,O=C(c1ccc2[nH]c(CCc3ccccc3)nc2c1)N1CCOCC1,O=C(c1ccc2[nH]c(CCc3ccccc3)nc2c1)N1CCOCC1,train
D3R_001192,CC(=O)Nc1ccc(CN2CCO[C@@H]([C@@H]3CCCO3)C2)cc1,c1ccc(CN2CCO[C@@H]([C@@H]3CCCO3)C2)cc1,c1ccc(CN2CCOC(C3CCCO3)C2)cc1,train
D3R_001193,CC(=O)Nc1ccc(CO)cc1,c1ccccc1,c1ccccc1,train
D3R_001194,CC(=O)Nc1ccc(Cl)c(NC(=O)N[C@@H](C)c2ccc(C)o2)c1,O=C(NCc1ccco1)Nc1ccccc1,O=C(NCc1ccco1)Nc1ccccc1,train
D3R_001195,CC(=O)Nc1ccc(Cl)c(NS(=O)(=O)c2ccc(CN3C(=O)c4ccccc4C3=O)cc2)c1,O=C1c2ccccc2C(=O)N1Cc1ccc(S(=O)(=O)Nc2ccccc2)cc1,O=C1c2ccccc2C(=O)N1Cc1ccc(S(=O)(=O)Nc2ccccc2)cc1,train
D3R_001196,CC(=O)Nc1ccc(Cl)cc1C(F)(F)C(=O)O,c1ccccc1,c1ccccc1,train
D3R_001197,CC(=O)Nc1ccc(Cl)cc1NC(=O)CSCC(=O)c1ccccc1,O=C(CSCC(=O)c1ccccc1)Nc1ccccc1,O=C(CSCC(=O)c1ccccc1)Nc1ccccc1,train
D3R_001198,CC(=O)Nc1ccc(Cl)cc1[C@@H](O)c1ccccc1,c1ccc(Cc2ccccc2)cc1,c1ccc(Cc2ccccc2)cc1,train
D3R_001199,CC(=O)Nc1ccc(F)c(C(=O)Oc2ccccc2C)c1,O=C(Oc1ccccc1)c1ccccc1,O=C(Oc1ccccc1)c1ccccc1,train
D3R_001200,CC(=O)Nc1ccc(F)c(NC(=O)C(=O)NCc2ccc(Cl)cc2Cl)c1,O=C(NCc1ccccc1)C(=O)Nc1ccccc1,O=C(NCc1ccccc1)C(=O)Nc1ccccc1,train
D3R_001201,CC(=O)Nc1ccc(F)c(NC(=O)Cc2ccccc2Cl)c1,O=C(Cc1ccccc1)Nc1ccccc1,O=C(Cc1ccccc1)Nc1ccccc1,train
D3R_001202,CC(=O)Nc1ccc(F)c(NC(=O)N(C)Cc2c(C)noc2C)c1,O=C(NCc1cnoc1)Nc1ccccc1,O=C(NCc1cnoc1)Nc1ccccc1,train
D3R_001203,CC(=O)Nc1ccc(F)c(NC(=O)NCCOc2cccc(C)c2)c1,O=C(NCCOc1ccccc1)Nc1ccccc1,O=C(NCCOc1ccccc1)Nc1ccccc1,train
D3R_001204,CC(=O)Nc1ccc(F)c(NC(=O)N[C@H](C)C(=O)N2CCCC[C@H]2C)c1,O=C(NCC(=O)N1CCCCC1)Nc1ccccc1,O=C(NCC(=O)N1CCCCC1)Nc1ccccc1,train
D3R_001205,CC(=O)Nc1ccc(F)c(NCc2csc(CCc3ccccc3)n2)c1,c1ccc(CCc2nc(CNc3ccccc3)cs2)cc1,c1ccc(CCc2nc(CNc3ccccc3)cs2)cc1,test
D3R_001206,CC(=O)Nc1ccc(N(c2ccc(C(F)(F)F)cc2)c2ccc(C(F)(F)F)cc2)c2c1C(C)(C)CCC2(C)C,c1ccc(N(c2ccccc2)c2cccc3c2CCCC3)cc1,c1ccc(N(c2ccccc2)c2cccc3c2CCCC3)cc1,train
D3R_001207,CC(=O)Nc1ccc(N(c2ccc(C(F)(F)F)cc2)c2ccc(C(F)(F)F)cc2)cc1,c1ccc(N(c2ccccc2)c2ccccc2)cc1,c1ccc(N(c2ccccc2)c2ccccc2)cc1,train
D3R_001208,CC(=O)Nc1ccc(N(c2ccc(C(F)(F)F)cc2C)c2ccc(C(F)(F)F)cc2C)cc1,c1ccc(N(c2ccccc2)c2ccccc2)cc1,c1ccc(N(c2ccccc2)c2ccccc2)cc1,train
D3R_001209,CC(=O)Nc1ccc(N(c2ccccc2)c2ccccc2)c2c1C(C)(C)CCC2(C)C,c1ccc(N(c2ccccc2)c2cccc3c2CCCC3)cc1,c1ccc(N(c2ccccc2)c2cccc3c2CCCC3)cc1,train
D3R_001210,CC(=O)Nc1ccc(N(c2ccccc2)c2ccccc2)cc1,c1ccc(N(c2ccccc2)c2ccccc2)cc1,c1ccc(N(c2ccccc2)c2ccccc2)cc1,train
D3R_001211,CC(=O)Nc1ccc(N)c2c1C(C)(C)CCC2(C)C,c1ccc2c(c1)CCCC2,c1ccc2c(c1)CCCC2,train
D3R_001212,CC(=O)Nc1ccc(N)cc1,c1ccccc1,c1ccccc1,train
D3R_001213,CC(=O)Nc1ccc(N/C=C2/C(=O)NC(=S)N(C)C2=O)cc1,O=C1NC(=S)NC(=O)C1=CNc1ccccc1,O=C1NC(=S)NC(=O)C1=CNc1ccccc1,train
D3R_001214,CC(=O)Nc1ccc(N2C[C@H](C(=O)Nc3ccc4c(c3)OCO4)CC2=O)cc1,O=C(Nc1ccc2c(c1)OCO2)[C@@H]1CC(=O)N(c2ccccc2)C1,O=C(Nc1ccc2c(c1)OCO2)C1CC(=O)N(c2ccccc2)C1,train
D3R_001215,CC(=O)Nc1ccc(N2C[C@H](C(=O)Nc3ccccc3C(=O)NC(C)C)CC2=O)cc1,O=C(Nc1ccccc1)[C@@H]1CC(=O)N(c2ccccc2)C1,O=C(Nc1ccccc1)C1CC(=O)N(c2ccccc2)C1,train
D3R_001216,CC(=O)Nc1ccc(N=[N+]=[N-])cc1,c1ccccc1,c1ccccc1,train
D3R_001217,CC(=O)Nc1ccc(NC(=O)C(=O)NC[C@H](O)c2cccn2C)cc1,O=C(NCCc1ccc[nH]1)C(=O)Nc1ccccc1,O=C(NCCc1ccc[nH]1)C(=O)Nc1ccccc1,train
D3R_001218,CC(=O)Nc1ccc(NC(=O)C(=O)N[C@H](C)c2cc(C)sc2C)cc1,O=C(NCc1ccsc1)C(=O)Nc1ccccc1,O=C(NCc1ccsc1)C(=O)Nc1ccccc1,test
D3R_001219,CC(=O)Nc1ccc(NC(=O)CCc2c(C)noc2C)cc1,O=C(CCc1cnoc1)Nc1ccccc1,O=C(CCc1cnoc1)Nc1ccccc1,train
D3R_001220,CC(=O)Nc1ccc(NC(=O)CCc2ccc3nc[nH]c3c2)cc1,O=C(CCc1ccc2nc[nH]c2c1)Nc1ccccc1,O=C(CCc1ccc2nc[nH]c2c1)Nc1ccccc1,valid
D3R_001221,CC(=O)Nc1ccc(NC(=O)CCc2nc3ccccc3c(=O)[nH]2)cc1,O=C(CCc1nc2ccccc2c(=O)[nH]1)Nc1ccccc1,O=C(CCc1nc2ccccc2c(=O)[nH]1)Nc1ccccc1,train
D3R_001222,CC(=O)Nc1ccc(NC(=O)CN2C(=O)COc3cc(C)ccc32)cc1,O=C(CN1C(=O)COc2ccccc21)Nc1ccccc1,O=C(CN1C(=O)COc2ccccc21)Nc1ccccc1,train
D3R_001223,CC(=O)Nc1ccc(NC(=O)COC(=O)c2n[nH]c3ccccc23)cc1,O=C(COC(=O)c1n[nH]c2ccccc12)Nc1ccccc1,O=C(COC(=O)c1n[nH]c2ccccc12)Nc1ccccc1,train
D3R_001224,CC(=O)Nc1ccc(NC(=O)CSC2=NC(=O)CC(N)=N2)cc1,O=C1CC=NC(SCC(=O)Nc2ccccc2)=N1,O=C1CC=NC(SCC(=O)Nc2ccccc2)=N1,train
D3R_001225,CC(=O)Nc1ccc(NC(=O)Cc2coc3cc4c(cc23)CCC4)cc1,O=C(Cc1coc2cc3c(cc12)CCC3)Nc1ccccc1,O=C(Cc1coc2cc3c(cc12)CCC3)Nc1ccccc1,valid
D3R_001226,CC(=O)Nc1ccc(NC(=O)Cc2coc3ccc(C)cc23)cc1,O=C(Cc1coc2ccccc12)Nc1ccccc1,O=C(Cc1coc2ccccc12)Nc1ccccc1,train
D3R_001227,CC(=O)Nc1ccc(NC(=O)NCc2nc(C)sc2C)c(Cl)c1,O=C(NCc1cscn1)Nc1ccccc1,O=C(NCc1cscn1)Nc1ccccc1,train
D3R_001228,CC(=O)Nc1ccc(NC(=O)[C@@H](C)N(c2cc(C)cc(C)c2)S(C)(=O)=O)cc1,O=C(CNc1ccccc1)Nc1ccccc1,O=C(CNc1ccccc1)Nc1ccccc1,train
D3R_001229,CC(=O)Nc1ccc(NC(=O)[C@H](C)N(c2ccc(C)c(C)c2)S(C)(=O)=O)cc1,O=C(CNc1ccccc1)Nc1ccccc1,O=C(CNc1ccccc1)Nc1ccccc1,train
D3R_001230,CC(=O)Nc1ccc(NC(=O)[C@H](C)N[C@@H](C)c2cccc3ccccc23)cc1,O=C(CNCc1cccc2ccccc12)Nc1ccccc1,O=C(CNCc1cccc2ccccc12)Nc1ccccc1,test
D3R_001231,CC(=O)Nc1ccc(NC(=O)[C@H](C)OC(=O)c2c(C)noc2C(C)C)cc1,O=C(COC(=O)c1cnoc1)Nc1ccccc1,O=C(COC(=O)c1cnoc1)Nc1ccccc1,valid
D3R_001232,CC(=O)Nc1ccc(NC(=O)[C@H](C)OC(=O)c2cccs2)cc1,O=C(COC(=O)c1cccs1)Nc1ccccc1,O=C(COC(=O)c1cccs1)Nc1ccccc1,train
D3R_001233,CC(=O)Nc1ccc(NC(=O)[C@H]2CCCN(C(=O)c3cccs3)C2)cc1C,O=C(Nc1ccccc1)[C@H]1CCCN(C(=O)c2cccs2)C1,O=C(Nc1ccccc1)C1CCCN(C(=O)c2cccs2)C1,train
D3R_001234,CC(=O)Nc1ccc(NC(=O)c2cc(C#N)cs2)c(Cl)c1,O=C(Nc1ccccc1)c1cccs1,O=C(Nc1ccccc1)c1cccs1,train
D3R_001235,CC(=O)Nc1ccc(NC(=O)c2ccc(CN3CCc4ccccc4C3)cc2)cc1,O=C(Nc1ccccc1)c1ccc(CN2CCc3ccccc3C2)cc1,O=C(Nc1ccccc1)c1ccc(CN2CCc3ccccc3C2)cc1,train
D3R_001236,CC(=O)Nc1ccc(NC(=O)c2ccc(Cn3ccnc3)cc2)cc1,O=C(Nc1ccccc1)c1ccc(Cn2ccnc2)cc1,O=C(Nc1ccccc1)c1ccc(Cn2ccnc2)cc1,train
D3R_001237,CC(=O)Nc1ccc(NC(=O)c2cccc(S(=O)(=O)N3CCN(C(C)=O)CC3)c2)cc1,O=C(Nc1ccccc1)c1cccc(S(=O)(=O)N2CCNCC2)c1,O=C(Nc1ccccc1)c1cccc(S(=O)(=O)N2CCNCC2)c1,train
D3R_001238,CC(=O)Nc1ccc(NC(=O)c2ccccc2C(=O)c2ccc(F)cc2)cc1Cl,O=C(Nc1ccccc1)c1ccccc1C(=O)c1ccccc1,O=C(Nc1ccccc1)c1ccccc1C(=O)c1ccccc1,train
D3R_001239,CC(=O)Nc1ccc(NC(C)=O)c2c1C(C)(C)CCC2(C)C,c1ccc2c(c1)CCCC2,c1ccc2c(c1)CCCC2,train
D3R_001240,CC(=O)Nc1ccc(NC(C)=O)cc1,c1ccccc1,c1ccccc1,train
D3R_001241,CC(=O)Nc1ccc(NCc2c(C)nn(C)c2Oc2cccnc2)cc1,c1ccc(NCc2cn[nH]c2Oc2cccnc2)cc1,c1ccc(NCc2cn[nH]c2Oc2cccnc2)cc1,test
D3R_001242,CC(=O)Nc1ccc(NCc2cn3c(C)cc(C)nc3n2)c(Cl)c1,c1ccc(NCc2cn3cccnc3n2)cc1,c1ccc(NCc2cn3cccnc3n2)cc1,train
D3R_001243,CC(=O)Nc1ccc(NS(C)(=O)=O)cc1,c1ccccc1,c1ccccc1,train
D3R_001244,CC(=O)Nc1ccc(N[C@@H]2CCO[C@]3(CCSC3)C2)cc1,c1ccc(N[C@@H]2CCO[C@]3(CCSC3)C2)cc1,c1ccc(NC2CCOC3(CCSC3)C2)cc1,train
D3R_001245,CC(=O)Nc1ccc(Nc2ncnc(NC[C@@H]3CCCO3)c2N)cc1,c1ccc(Nc2cc(NC[C@@H]3CCCO3)ncn2)cc1,c1ccc(Nc2cc(NCC3CCCO3)ncn2)cc1,train
D3R_001246,CC(=O)Nc1ccc(O)c2c1C(C)(C)CCC2(C)C,c1ccc2c(c1)CCCC2,c1ccc2c(c1)CCCC2,train
D3R_001247,CC(=O)Nc1ccc(O)cc1,c1ccccc1,c1ccccc1,train
D3R_001248,CC(=O)Nc1ccc(OC(=O)[C@H](NC(=O)c2cccs2)C(C)C)cc1,O=C(CNC(=O)c1cccs1)Oc1ccccc1,O=C(CNC(=O)c1cccs1)Oc1ccccc1,train
D3R_001249,CC(=O)Nc1ccc(OCC(=O)Nc2ccc(Cl)c(S(=O)(=O)N(C)C)c2)cc1,O=C(COc1ccccc1)Nc1ccccc1,O=C(COc1ccccc1)Nc1ccccc1,train
D3R_001250,CC(=O)Nc1ccc(S(=O)(=O)N/N=C(\C)c2csc3ccccc23)cc1,O=S(=O)(NN=Cc1csc2ccccc12)c1ccccc1,O=S(=O)(NN=Cc1csc2ccccc12)c1ccccc1,test
D3R_001251,CC(=O)Nc1ccc(S(=O)(=O)N2CCN(C)[C@H](c3ccc(F)cc3)C2)cc1,O=S(=O)(c1ccccc1)N1CCN[C@H](c2ccccc2)C1,O=S(=O)(c1ccccc1)N1CCNC(c2ccccc2)C1,test
D3R_001252,CC(=O)Nc1ccc(S(=O)(=O)N2CCN(C[C@H](O)c3cc(C)sc3C)CC2)cc1,O=S(=O)(c1ccccc1)N1CCN(CCc2ccsc2)CC1,O=S(=O)(c1ccccc1)N1CCN(CCc2ccsc2)CC1,test
D3R_001253,CC(=O)Nc1ccc(S(=O)(=O)NCC2CCN(C(=O)c3ccccc3F)CC2)c(C)c1,O=C(c1ccccc1)N1CCC(CNS(=O)(=O)c2ccccc2)CC1,O=C(c1ccccc1)N1CCC(CNS(=O)(=O)c2ccccc2)CC1,train
D3R_001254,CC(=O)Nc1ccc(S(=O)(=O)Nc2ccc(N3CCCCC3=O)c(C)c2)c(C)c1,O=C1CCCCN1c1ccc(NS(=O)(=O)c2ccccc2)cc1,O=C1CCCCN1c1ccc(NS(=O)(=O)c2ccccc2)cc1,test
D3R_001255,CC(=O)Nc1ccc(SCC(=O)NCCc2ccc(Cl)cc2)cc1,O=C(CSc1ccccc1)NCCc1ccccc1,O=C(CSc1ccccc1)NCCc1ccccc1,test
D3R_001256,CC(=O)Nc1ccc(SCC(=O)NCCc2nc3ccccc3[nH]2)cc1,O=C(CSc1ccccc1)NCCc1nc2ccccc2[nH]1,O=C(CSc1ccccc1)NCCc1nc2ccccc2[nH]1,test
D3R_001257,CC(=O)Nc1ccc(SCC(=O)Nc2ccc(C(C)C)cc2)nn1,O=C(CSc1cccnn1)Nc1ccccc1,O=C(CSc1cccnn1)Nc1ccccc1,train
D3R_001258,CC(=O)Nc1ccc(SCCCC(=O)Nc2nc(C)cs2)nn1,O=C(CCCSc1cccnn1)Nc1nccs1,O=C(CCCSc1cccnn1)Nc1nccs1,train
D3R_001259,CC(=O)Nc1ccc(SCCOc2c(C)cccc2C)cc1,c1ccc(OCCSc2ccccc2)cc1,c1ccc(OCCSc2ccccc2)cc1,train
D3R_001260,CC(=O)Nc1ccc(S[C@@H](C)C(=O)NCc2ccco2)cc1,O=C(CSc1ccccc1)NCc1ccco1,O=C(CSc1ccccc1)NCc1ccco1,train
D3R_001261,CC(=O)Nc1ccc(S[C@@H](C)C(=O)NCc2cscn2)cc1,O=C(CSc1ccccc1)NCc1cscn1,O=C(CSc1ccccc1)NCc1cscn1,valid
D3R_001262,CC(=O)Nc1ccc(S[C@@H](C)C(=O)Nc2ccnc(C)c2)cc1,O=C(CSc1ccccc1)Nc1ccncc1,O=C(CSc1ccccc1)Nc1ccncc1,train
D3R_001263,CC(=O)Nc1ccc(S[C@H](C)C(=O)N2CC[C@H](C)C[C@H]2C)cc1,O=C(CSc1ccccc1)N1CCCCC1,O=C(CSc1ccccc1)N1CCCCC1,train
D3R_001264,CC(=O)Nc1ccc(S[C@H](C)C(=O)NCCc2ccsc2)cc1,O=C(CSc1ccccc1)NCCc1ccsc1,O=C(CSc1ccccc1)NCCc1ccsc1,train
D3R_001265,CC(=O)Nc1ccc(S[C@H](C)C(=O)N[C@@H]2CCC[C@@H](C)[C@H]2C)cc1,O=C(CSc1ccccc1)NC1CCCCC1,O=C(CSc1ccccc1)NC1CCCCC1,train
D3R_001266,CC(=O)Nc1ccc(Sc2ccccc2C(=O)Nc2ccc(OC(F)(F)F)cc2)cn1,O=C(Nc1ccccc1)c1ccccc1Sc1cccnc1,O=C(Nc1ccccc1)c1ccccc1Sc1cccnc1,train
D3R_001267,CC(=O)Nc1ccc2c(c1)SC1C=CC(C(F)(F)F)=CC1S2,C1=CC2Sc3ccccc3SC2C=C1,C1=CC2Sc3ccccc3SC2C=C1,train
D3R_001268,CC(=O)Nc1ccc2c(c1)SC1C=CC(C)=CC1N2,C1=CC2Nc3ccccc3SC2C=C1,C1=CC2Nc3ccccc3SC2C=C1,train
D3R_001269,CC(=O)Nc1ccc2c(c1)SC1C=CC(C)=CC1S2,C1=CC2Sc3ccccc3SC2C=C1,C1=CC2Sc3ccccc3SC2C=C1,train
D3R_001270,CC(=O)Nc1ccc2c(c1)SC1C=CC(CC(F)(F)F)=CC1N2,C1=CC2Nc3ccccc3SC2C=C1,C1=CC2Nc3ccccc3SC2C=C1,train
D3R_001271,CC(=O)Nc1ccc2c(c1)SC1C=CC(CC(F)(F)F)=CC1S2,C1=CC2Sc3ccccc3SC2C=C1,C1=CC2Sc3ccccc3SC2C=C1,train
D3R_001272,CC(=O)Nc1ccc2c(c1)SC1C=CC(N(c3ccc(C(F)(F)F)cc3)c3ccc(C(F)(F)F)cc3)=CC1N2,C1=CC2Sc3ccccc3NC2C=C1N(c1ccccc1)c1ccccc1,C1=CC2Sc3ccccc3NC2C=C1N(c1ccccc1)c1ccccc1,train
D3R_001273,CC(=O)Nc1ccc2c(c1)SC1C=CC(N(c3ccc(C(F)(F)F)cc3)c3ccc(C(F)(F)F)cc3)=CC1S2,C1=CC2Sc3ccccc3SC2C=C1N(c1ccccc1)c1ccccc1,C1=CC2Sc3ccccc3SC2C=C1N(c1ccccc1)c1ccccc1,train
D3R_001274,CC(=O)Nc1ccc2c(c1)SC1C=CC(N(c3ccc(C(F)(F)F)cc3C)c3ccc(C(F)(F)F)cc3C)=CC1S2,C1=CC2Sc3ccccc3SC2C=C1N(c1ccccc1)c1ccccc1,C1=CC2Sc3ccccc3SC2C=C1N(c1ccccc1)c1ccccc1,train
D3R_001275,CC(=O)Nc1ccc2c(c1)SC1C=CC(N(c3ccccc3)c3ccccc3)=CC1N2,C1=CC2Sc3ccccc3NC2C=C1N(c1ccccc1)c1ccccc1,C1=CC2Sc3ccccc3NC2C=C1N(c1ccccc1)c1ccccc1,train
D3R_001276,CC(=O)Nc1ccc2c(c1)SC1C=CC(N(c3ccccc3)c3ccccc3)=CC1S2,C1=CC2Sc3ccccc3SC2C=C1N(c1ccccc1)c1ccccc1,C1=CC2Sc3ccccc3SC2C=C1N(c1ccccc1)c1ccccc1,train
D3R_001277,CC(=O)Nc1ccc2c(c1)SC1C=CC(N(c3ccccc3C)c3ccccc3C)=CC1N2,C1=CC2Sc3ccccc3NC2C=C1N(c1ccccc1)c1ccccc1,C1=CC2Sc3ccccc3NC2C=C1N(c1ccccc1)c1ccccc1,train
D3R_001278,CC(=O)Nc1ccc2c(c1)SC1C=CC(N(c3ccccc3C)c3ccccc3C)=CC1S2,C1=CC2Sc3ccccc3SC2C=C1N(c1ccccc1)c1ccccc1,C1=CC2Sc3ccccc3SC2C=C1N(c1ccccc1)c1ccccc1,train
D3R_001279,CC(=O)Nc1ccc2c(c1)SC1C=CC(N)=CC1N2,C1=CC2Nc3ccccc3SC2C=C1,C1=CC2Nc3ccccc3SC2C=C1,train
D3R_001280,CC(=O)Nc1ccc2c(c1)SC1C=CC(N)=CC1S2,C1=CC2Sc3ccccc3SC2C=C1,C1=CC2Sc3ccccc3SC2C=C1,train
D3R_001281,CC(=O)Nc1ccc2c(c1)SC1C=CC(O)=CC1N2,C1=CC2Nc3ccccc3SC2C=C1,C1=CC2Nc3ccccc3SC2C=C1,train
D3R_001282,CC(=O)Nc1ccc2c(c1)SC1C=CC(O)=CC1S2,C1=CC2Sc3ccccc3SC2C=C1,C1=CC2Sc3ccccc3SC2C=C1,train
D3R_001283,CC(=O)Nc1ccc2c(c1)SC1C=CC(c3ccccc3)=CC1N2,C1=CC2Sc3ccccc3NC2C=C1c1ccccc1,C1=CC2Sc3ccccc3NC2C=C1c1ccccc1,train
D3R_001284,CC(=O)Nc1ccc2c(c1)SC1C=CC(c3ccccc3)=CC1S2,C1=CC2Sc3ccccc3SC2C=C1c1ccccc1,C1=CC2Sc3ccccc3SC2C=C1c1ccccc1,train
D3R_001285,CC(=O)Nc1ccc2nc3c(-c4ccccc4)cccc3nc2c1,c1ccc(-c2cccc3nc4ccccc4nc23)cc1,c1ccc(-c2cccc3nc4ccccc4nc23)cc1,train
D3R_001286,CC(=O)Nc1ccc2nc3c(C)cccc3nc2c1,c1ccc2nc3ccccc3nc2c1,c1ccc2nc3ccccc3nc2c1,train
D3R_001287,CC(=O)Nc1ccc2nc3c(CC(F)(F)F)cccc3nc2c1,c1ccc2nc3ccccc3nc2c1,c1ccc2nc3ccccc3nc2c1,train
D3R_001288,CC(=O)Nc1ccc2nc3c(N(c4ccc(C(F)(F)F)cc4)c4ccc(C(F)(F)F)cc4)cccc3nc2c1,c1ccc(N(c2ccccc2)c2cccc3nc4ccccc4nc23)cc1,c1ccc(N(c2ccccc2)c2cccc3nc4ccccc4nc23)cc1,train
D3R_001289,CC(=O)Nc1ccc2nc3c(N(c4ccccc4)c4ccccc4)cccc3nc2c1,c1ccc(N(c2ccccc2)c2cccc3nc4ccccc4nc23)cc1,c1ccc(N(c2ccccc2)c2cccc3nc4ccccc4nc23)cc1,train
D3R_001290,CC(=O)Nc1ccc2nc3c(N(c4ccccc4C)c4ccccc4C)cccc3nc2c1,c1ccc(N(c2ccccc2)c2cccc3nc4ccccc4nc23)cc1,c1ccc(N(c2ccccc2)c2cccc3nc4ccccc4nc23)cc1,train
D3R_001291,CC(=O)Nc1ccc2nc3c(N)cccc3nc2c1,c1ccc2nc3ccccc3nc2c1,c1ccc2nc3ccccc3nc2c1,train
D3R_001292,CC(=O)Nc1ccc2nc3c(NC(C)=O)cccc3nc2c1,c1ccc2nc3ccccc3nc2c1,c1ccc2nc3ccccc3nc2c1,train
D3R_001293,CC(=O)Nc1ccc2nc3c(O)cccc3nc2c1,c1ccc2nc3ccccc3nc2c1,c1ccc2nc3ccccc3nc2c1,train
D3R_001294,CC(=O)Nc1ccc2nc3cc(C(F)(F)F)ccc3nc2c1,c1ccc2nc3ccccc3nc2c1,c1ccc2nc3ccccc3nc2c1,train
D3R_001295,CC(=O)Nc1ccc2nc3cc(CO)ccc3nc2c1,c1ccc2nc3ccccc3nc2c1,c1ccc2nc3ccccc3nc2c1,train
D3R_001296,CC(=O)Nc1ccc2nc3cc(N(c4ccc(C(F)(F)F)cc4)c4ccc(C(F)(F)F)cc4)ccc3nc2c1,c1ccc(N(c2ccccc2)c2ccc3nc4ccccc4nc3c2)cc1,c1ccc(N(c2ccccc2)c2ccc3nc4ccccc4nc3c2)cc1,train
D3R_001297,CC(=O)Nc1ccc2nc3cc(N(c4ccc(C(F)(F)F)cc4C)c4ccc(C(F)(F)F)cc4C)ccc3nc2c1,c1ccc(N(c2ccccc2)c2ccc3nc4ccccc4nc3c2)cc1,c1ccc(N(c2ccccc2)c2ccc3nc4ccccc4nc3c2)cc1,train
